reject,sentence_edit,sentence,mean_mem,low_mem_words,mid_mem_words,high_mem_words,index,original_index
,,Intended for and available to everyone.,0.7378773559,everyone,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01699666
,,It was very clean and modern.,0.7395848266,clean,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00894170
,,Learning to forgive benefits everyone involved.,0.7370439111,everyone,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02272708
,,The key to survival is moderation.,0.740182773,survival,,,torontofantasy.6.362887,torontofantasy.4749453
,,Terms of the venture weren't disclosed.,0.7403634646,"terms,venture",,,wsj.6.001688,wsj.307889
,,What experience remained to be seen.,0.7319714776,remained,,,torontofantasy.6.408241,torontofantasy.5344328
,,The wound couldn't be that serious.,0.7333151722,serious,,,torontofantasy.6.469730,torontofantasy.6100981
,,I have to clean it up.,0.7370648702,clean,,,torontofantasy.6.386761,torontofantasy.5068113
,,"We have to be strong, sweetheart.",0.7377350544,strong,,,cornellmov.6.017009,cornellmov.0098003
,,How do we become a customer?,0.7423097714,become,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03562544
,,The second guard waved them past.,0.740211723,waved,,,torontofantasy.6.462741,torontofantasy.6017854
,,I get emails from them constantly.,0.7307816281,constantly,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.04450581
,,How soon will you be ready?,0.7352915546,soon,,,cornellmov.6.018985,cornellmov.0110790
,,I go through without any alarms.,0.7419723284,alarms,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00623669
,,But the procedure isn't for everyone.,0.7407359502,everyone,,,cocaspok2004.6.008069,cocaspok2004.0119471
,,It is such a great feeling.,0.7376054288,such,,,cocaspok2009.6.007504,cocaspok2009.0095892
,,We have one slight problem though.,0.727931169,problem,,,torontoadv.6.041981,torontoadv.715747
,,I would recommend Nadia's to everyone!,0.7391108713,everyone,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01795065
,,He wanted to keep this serious.,0.7412496549,serious,,,torontofantasy.6.079874,torontofantasy.1178694
,,"He was so strong, so commanding.",0.7352196295,strong,,,torontofantasy.6.214391,torontofantasy.2893101
,,To give your anger a voice.,0.7360135592,give,,,cornellmov.6.038430,cornellmov.0235755
,,"Sounds just a little complicated, appropriate?",0.7405762662,appropriate,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00529914
,,He would be easy to manage.,0.7262502337,easy,,,torontoadv.6.019513,torontoadv.349018
,,Because you wanted to be free?,0.7387956405,free,,,cornellmov.6.031618,cornellmov.0192232
,,He was giving them full employment.,0.7384097116,full,,,cocaspok1993.6.008853,cocaspok1993.0121950
,,And getting better all the time.,0.7411710324,better,,,cornellmov.6.019018,cornellmov.0111012
,,They are usually easy to access.,0.7225889926,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00363393
,,"They felt more vital, more real.",0.7417285095,real,,,torontofantasy.6.473031,torontofantasy.6149292
,,Some groups also hold suspension performances.,0.7423305053,hold,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.03793389
,,Everyone had been working so hard.,0.7341402731,everyone,,,torontomyst.6.034786,torontomyst.493019
,,Evelyn pained expression focused on me.,0.7399070075,expression,,,torontomyst.6.055620,torontomyst.774149
,,He'd give you a flippant answer.,0.7386849891,give,,,torontofantasy.6.331350,torontofantasy.4334790
,,Give them perspective on their relationship.,0.7342967994,give,,,torontoadv.6.053318,torontoadv.895319
,,We're still asking folks to leave.,0.7405329328,"still,leave",,,cocaspok2005.6.002313,cocaspok2005.0040563
,,"Of earth's mortals, struggling to cope.",0.7320681261,cope,,,torontofantasy.6.065899,torontofantasy.966510
,,Yet the outcome can be unpredictable.,0.7237467211,outcome,,,wsj.6.000723,wsj.132603
,,Their apps on a daily basis.,0.7407366353,basis,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.03677081
,,You will never leave our minds.,0.7419685416,leave,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00499317
,,We get the attention we desire.,0.7283443321,desire,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.02533874
,,My skin felt smooth and clean.,0.738714702,clean,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04856489
,,So give unselfishly and receive abundantly.,0.7346767945,"give,abundantly",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02250619
,,Of course we were all concerned.,0.725777931,concerned,,,torontomyst.6.139158,torontomyst.1804703
,,That obviously changes the situation somewhat.,0.7253888121,somewhat,,,cocaspok1997.6.009553,cocaspok1997.0116289
,,"Well, give a couple of minutes...",0.7350155378,give,,,cornellmov.6.006351,cornellmov.0036107
,,We are concerned with higher matters.,0.7337743662,concerned,,,torontofantasy.6.090934,torontofantasy.1340894
,,I excused myself to the restroom.,0.7396879311,excused,,,torontofantasy.6.080331,torontofantasy.1185920
,,We constantly improve update our content.,0.7271525162,constantly,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01633462
,,It's not going to be easy.,0.7374927052,easy,,,cocaspok1998.6.009453,cocaspok1998.0124555
,,And I struggle to walk properly.,0.7290118056,struggle,,,torontoadv.6.002056,torontoadv.40386
,,Your leg must be getting better.,0.7364956902,"must,better",,,cornellmov.6.007140,cornellmov.0040902
,,I was feeling a little better.,0.7371050657,better,,,torontomyst.6.030545,torontomyst.436181
,,Select the best suitable company offering.,0.7407731007,suitable,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00937098
,,She's kind of afraid of people.,0.7354552845,afraid,,,cocaspok1990.6.007033,cocaspok1990.0126080
,,"Larry, you just take it easy.",0.7423880415,easy,,,cornellmov.6.008779,cornellmov.0050333
,,We are concerned here -- let's focus.,0.7310314431,"concerned,focus",,,cocaspok1997.6.008226,cocaspok1997.0096742
,,"A fascinating pursuit, I assure you.",0.7266541488,"fascinating,pursuit",,,brown.6.001061,brown.020725
,,Are you afraid of growing competition?,0.729432523,afraid,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01499799
,,But everything is also getting better.,0.7404795863,better,,,cornellmov.6.017951,cornellmov.0103867
,,Thank you for a thoughtful piece.,0.7367341231,thoughtful,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.02087054
,,Then you'd better start believing me.,0.7408459283,better,,,cornellmov.6.001998,cornellmov.0011270
,,We've been planning to leave soon.,0.7372883696,"leave,soon",,,torontofantasy.6.327491,torontofantasy.4280872
,,Give the best first impression possible.,0.7384636601,give,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00829665
,,Give her a couple of hours.,0.7315073485,give,,,cornellmov.6.029211,cornellmov.0176798
,,"Then they're not separated, are they?",0.737202934,separated,,,cornellmov.6.012071,cornellmov.0068601
,,His expression clearly showed his confusion.,0.733502228,expression,,,torontoadv.6.047485,torontoadv.798840
,,Sort of low to medium heat.,0.7342756113,low,,,cocaspok2002.6.006468,cocaspok2002.0098285
,,I wanted you to be real.,0.7408562859,real,,,cornellmov.6.019777,cornellmov.0115744
,,"For instance, to, too, and two.",0.7418436755,instance,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02705189
,,All manner of organisations and individuals.,0.7182827329,manner,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.00654267
,,Unless he'd been afraid they'd know.,0.732931541,afraid,,,torontofantasy.6.101660,torontofantasy.1471134
,,"Another, better moment would present itself.",0.7374472297,better,,,torontofantasy.6.244962,torontofantasy.3250020
,,We should keep our expectations low.,0.7321006252,low,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.01626703
,,"To give her some space, but...",0.7417451291,give,,,torontofantasy.6.449201,torontofantasy.5839980
,,For a moment the room spun.,0.7403775535,spun,,,torontomyst.6.009114,torontomyst.125516
,,Give her some of your strength.,0.7353139236,"give,strength",,,torontofantasy.6.410970,torontofantasy.5384610
,,Students must have good communication skills.,0.7409910658,must,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02229645
,,What made you capable of it.,0.7341301918,capable,,,cornellmov.6.040459,cornellmov.0249305
,,"Indeed, nothing worth having comes easy.",0.7329157107,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03115754
,But isn't quick weight loss dangerous?,But Isn't Quick Weight Loss Dangerous?,0.7394171544,quick,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02314684
,,You must have been very proud.,0.7271831566,must,,,cornellmov.6.015205,cornellmov.0086658
,,I could barely focus or function.,0.7334939271,focus,,,torontofantasy.6.312367,torontofantasy.4100015
,,"Still, I had to be careful.",0.7247295465,still,,,torontofantasy.6.172204,torontofantasy.2330522
,,Are you -- you for -- hold on.,0.7325686709,hold,,,cocaspok1993.6.003790,cocaspok1993.0049433
,,His dreams were growing more powerful.,0.7395995386,powerful,,,torontofantasy.6.340970,torontofantasy.4491098
,,I must insist you try some.,0.7346596962,must,,,cornellmov.6.016479,cornellmov.0094502
,,We want to make it better.,0.7385784396,better,,,cocaspok2006.6.008827,cocaspok2006.0135524
,,But you just made strong statements.,0.73448326,"strong,statements",,,cocaspok1990.6.003363,cocaspok1990.0050883
,,I forced myself to stay seated.,0.7284558515,forced,,,torontofantasy.6.262082,torontofantasy.3468228
,,You are very easy to understand.,0.7225946288,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.02166890
,,A danger that was nearly tangible.,0.7288863094,tangible,,,torontofantasy.6.302818,torontofantasy.3964312
,,Still there are plenty of critics.,0.7350792178,still,,,wsj.6.001328,wsj.243956
,,Some individuals prefer utilizing thoughts maps.,0.7373512526,prefer,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.00804228
,,That's already been taken care of.,0.7416983158,already,,,cornellmov.6.031419,cornellmov.0190708
,,"Arrogant, sometimes ruthless people, but still.",0.7346411789,"ruthless,still",,,torontofantasy.6.300400,torontofantasy.3937471
,,There were signs of a struggle.,0.7279469736,struggle,,,torontomyst.6.147489,torontomyst.1902458
,"""It'll give you nightmares,"" he advised.","It'll give you nightmares,"" he advised.",0.7398992252,give,,,torontofantasy.6.347853,torontofantasy.4572412
,,But still it wasn't nearly enough.,0.7338414652,still,,,wsj.6.001648,wsj.301245
,,I couldn't hold back any longer.,0.7404744474,hold,,,torontofantasy.6.284559,torontofantasy.3702658
,,"I feel his presence, so strong...",0.7355556764,"presence,strong",,,cornellmov.6.024522,cornellmov.0146526
,,They're almost clear but not quite.,0.7231321361,almost,,,torontofantasy.6.459851,torontofantasy.5979443
1,,Room always clean! breakfast was good.,0.7378361422,clean,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.00419778
,,There were still several familiar faces.,0.7309267646,still,,,torontofantasy.6.187906,torontofantasy.2551732
,,Some have done some remarkable things.,0.73475634,remarkable,,,cocaspok2003.6.004445,cocaspok2003.0070939
,,Create amazing logos quick and easily.,0.7344759706,"amazing,quick",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.03696776
,,You still had to prove yourself.,0.7248647312,still,,,cornellmov.6.025919,cornellmov.0155477
,Such features make dramatic selling points.,Such features make dramatic selling points:,0.7340896299,such,,,wsj.6.002644,wsj.479456
,Tip: Convenient location with easy parking.,TIP: Convenient location with easy parking.,0.7400494032,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.00524218
,,So make it easy for him.,0.7365336665,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01457739
,,They better be ready for me.,0.7309640664,better,,,torontofantasy.6.363149,torontofantasy.4751957
,,"A single mind, a single focus.",0.7394759456,focus,,,torontomyst.6.047539,torontomyst.667855
,,Disbelief only better served its purpose.,0.7393855445,better,,,torontoadv.6.022294,torontoadv.395853
,,Allow the battery to recharge overnight.,0.7381576149,recharge,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.02086783
,,"Strong wind, freezing rain and snow.",0.7374464874,strong,,,cocaspok2011.6.009063,cocaspok2011.0115228
,,Her desire to escape had fled.,0.7406973301,desire,,,torontofantasy.6.188127,torontofantasy.2554804
,,Have you drawn all your life?,0.7370589784,life,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.00032296
,,Even the beast seemed less afraid.,0.7342590255,afraid,,,torontofantasy.6.052863,torontofantasy.769064
,,Five of those are critically wounded.,0.7263439126,wounded,,,cocaspok2002.6.004096,cocaspok2002.0064868
,,Leave me be for a minute?,0.7359182576,leave,,,cornellmov.6.025808,cornellmov.0154700
,,It is round and relatively small.,0.7419272905,round,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.00463689
,,Getting to your session is easy.,0.7295630768,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03425111
,,His policies are out of touch.,0.7407177441,policies,,,cocaspok2012.6.003493,cocaspok2012.042683
,,"I'm not afraid of failure, no.",0.7421330294,afraid,,,cocaspok2011.6.006075,cocaspok2011.0076762
,,Had he calculated correctly for once?,0.7391561095,correctly,,,torontomyst.6.098967,torontomyst.1312574
,,The problem is not the teams.,0.7411231692,problem,,,cocaspok1996.6.006674,cocaspok1996.0082778
,,Great success tonight upon first attempt..,0.7197258015,attempt,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00918-of-01024.json.gz.02010395
,,But still Tom seemed to hesitate.,0.7395202274,still,,,torontomyst.6.139655,torontomyst.1809910
,,The application is easy to use.,0.7365315379,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.01903559
,,And we can get even better.,0.7399361147,better,,,cornellmov.6.037064,cornellmov.0226935
,,Shipping was quick and easy too.,0.7381925068,"quick,easy",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.02503098
,,"He appeared startled, but seemingly unharmed.",0.7342133181,unharmed,,,torontofantasy.6.130370,torontofantasy.1785565
,,"It was clean, bright and comfortable.",0.7251128925,clean,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.04640240
,,It sends its own valuable signal.,0.7393394032,valuable,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04433165
,,Because we're almost out of time.,0.7410017464,almost,,,cocaspok2006.6.007604,cocaspok2006.0118629
,,For a moment everything was still.,0.7381383062,still,,,torontofantasy.6.045538,torontofantasy.663824
,,We give you peace of mind.,0.7345327805,give,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00196-of-01024.json.gz.01642319
,,Focus on breathing deeply and slowly.,0.7275674452,focus,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.01272802
,,Its improper use cannot be tolerated.,0.7297252918,improper,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.03992143
,,His eyes were harsh and biting.,0.742141241,harsh,,,torontofantasy.6.221613,torontofantasy.2974194
,,And you'd be correct every time.,0.7298226291,every,,,cocaspok1994.6.000833,cocaspok1994.0011324
,,Every piece of them has power.,0.7336320337,every,,,torontofantasy.6.111599,torontofantasy.1603313
,,The damage might already be done.,0.7320372946,already,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.01306639
,,You still have time to plan.,0.7405393455,still,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00242-of-01024.json.gz.03651708
,,The problem must be faced squarely.,0.7319845335,"problem,must",,,brown.6.001147,brown.022504
,,Another manner is to time entries.,0.7355712265,manner,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00961-of-01024.json.gz.00430395
,,The last reported wind was calm.,0.7374360226,last,,,cocaspok2011.6.004318,cocaspok2011.0055041
,,It must be great being you.,0.7254586861,must,,,cornellmov.6.030832,cornellmov.0186949
,,He came to a sudden halt.,0.7378720536,halt,,,torontofantasy.6.091531,torontofantasy.1347071
,,Will tax cuts generate economic growth?,0.7395979292,cuts,,,wsj.6.000506,wsj.093974
,,"Every word still clear, still sure.",0.7407522812,"every,still,still",,,torontofantasy.6.186732,torontofantasy.2534965
,,We are full of literary people.,0.7378011147,full,,,wsj.6.002551,wsj.464077
,,Possibly the last of his kind.,0.7402787584,last,,,torontofantasy.6.020194,torontofantasy.293030
,,You have to make it last.,0.7423889261,last,,,torontofantasy.6.126495,torontofantasy.1742274
,,We are a very heterogeneous culture.,0.7420217981,culture,,,cocaspok1995.6.006701,cocaspok1995.086394
,,Perhaps something he was searching for.,0.7403702445,perhaps,,,torontofantasy.6.152230,torontofantasy.2072037
,,His focus remained on the fight.,0.7390570924,"focus,remained",,,torontofantasy.6.060190,torontofantasy.879574
,,Economic issues must also be resolved.,0.7245043223,must,,,cocaspok2003.6.003284,cocaspok2003.0056281
,,What is to become of me?,0.7389930148,become,,,cornellmov.6.019459,cornellmov.0113746
,,Many of them have been flawless.,0.721225576,flawless,,,cocaspok1992.6.003354,cocaspok1992.0043364
,,Aren't we full of ourselves today?,0.7312766642,full,,,cornellmov.6.018697,cornellmov.0108882
,,I will be worried about them.,0.73031163,worried,,,cocaspok2003.6.000879,cocaspok2003.0017228
,,Don't be afraid to be lazy.,0.7311442376,afraid,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.02438405
,,But it still had to hurt.,0.7413566666,"still,hurt",,,torontoadv.6.044396,torontoadv.756674
,,I feel very dependent on them.,0.7202541495,dependent,,,cocaspok2001.6.005788,cocaspok2001.0089720
,,Now be careful with that bag.,0.7414399752,bag,,,cornellmov.6.020406,cornellmov.0119558
,,It is not a serious proposal.,0.7402466289,serious,,,cocaspok2011.6.010396,cocaspok2011.0132520
,,Is such that I was stunned.,0.7407663275,such,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.01467931
,,We better get you cleaned up.,0.7332938022,better,,,cornellmov.6.023451,cornellmov.0139624
,,Is this the outcome we desire?,0.7343803237,"outcome,desire",,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03790853
,,Perhaps that was what he felt.,0.7413513359,perhaps,,,torontoadv.6.004042,torontoadv.73905
,,A festive reception concluded the afternoon.,0.7387777426,reception,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00480-of-01024.json.gz.04003834
,,You must stand up to him.,0.73216963,must,,,torontofantasy.6.041679,torontofantasy.602978
,,Have your job duties expanded substantially?,0.7383754756,duties,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00514-of-01024.json.gz.03043174
,Shouldn't we take every possible precaution?,Shouldn't we take every possible precaution --?,0.7279930174,every,,,cornellmov.6.037836,cornellmov.0231953
,,Cost effective plans for every business.,0.737796824,every,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00470-of-01024.json.gz.03372128
,,"Well, then, it must be fought.",0.7371813186,"must,fought",,,cornellmov.6.031390,cornellmov.0190525
,,I enjoyed every minute of it.,0.7351324919,every,,,cornellmov.6.005639,cornellmov.0032150
,,Sam's knees threatened to give out.,0.7343618188,give,,,torontofantasy.6.420727,torontofantasy.5548548
,,He was very kind and strong.,0.7316923674,strong,,,cornellmov.6.016826,cornellmov.0096918
,,You still have to be involved.,0.7227880401,still,,,cocaspok1997.6.004193,cocaspok1997.0049014
,,"Brand is courageous, thoughtful and wise.",0.7417409812,thoughtful,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.04287423
,,That phrase denied is so powerful.,0.7414997893,powerful,,,cocaspok2009.6.006580,cocaspok2009.0083927
,,Everyone was so impressed by it.,0.7362124196,everyone,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00368-of-01024.json.gz.03323174
,,And you have excellent survival skills.,0.7315331654,survival,,,torontomyst.6.152083,torontomyst.1954764
,,Meaning that you are not certain...?,0.7385595956,certain,,,torontofantasy.6.465933,torontofantasy.6056568
,,Perhaps they were not mere savages.,0.7378804122,perhaps,,,torontomyst.6.008278,torontomyst.116568
,,"A small, dimly glowing ball appeared.",0.7423637798,glowing,,,torontofantasy.6.058661,torontofantasy.851133
,,The suspects might be there already.,0.7360750347,already,,,cornellmov.6.015567,cornellmov.0088822
,,And Gerry was definitely physically strong.,0.7300308283,strong,,,torontomyst.6.174075,torontomyst.2212696
,,"But still, you can't be sure.",0.7376228063,still,,,cornellmov.6.013729,cornellmov.0077970
,,"When fully prepared, confidence comes easy.",0.7184103428,easy,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00491-of-01024.json.gz.01437911
,,Especially coated to ensure long life.,0.7420375184,life,,,,c4_-om2-data-public-allenai-c4-c4-en-c4-train.00727-of-01024.json.gz.03489903
,,Haven't there been enough casualties already?,0.7303241427,already,,,torontofantasy.6.349380,torontofantasy.4590912
,"It just makes me weary, somehow.","It just makes me weary, somehow.}.",0.7371222275,somehow,,,torontofantasy.6.364973,torontofantasy.4768863
,,Only managed to hurt her more.,0.7345220061,hurt,,,torontofantasy.6.261741,torontofantasy.3464485
,,"For example, just a quick statistic.",0.7404259018,quick,,,cocaspok2005.6.003230,cocaspok2005.0053700
,,We are afraid to touch him!,0.7323316589,afraid,,,torontomyst.6.066333,torontomyst.919290
,,Don't give me any of that.,0.7361429199,give,,,cornellmov.6.037343,cornellmov.0228726
